법정동코드,통계년월,시도명,시군구명,읍면동명,리명,계,남자,여자
1111010100,2025-08-31,서울특별시,종로구,청운동,,2,0,2
1111010200,2025-08-31,서울특별시,종로구,신교동,,0,0,0
1111010300,2025-08-31,서울특별시,종로구,궁정동,,0,0,0
1111010400,2025-08-31,서울특별시,종로구,효자동,,0,0,0
1111010500,2025-08-31,서울특별시,종로구,창성동,,0,0,0
1111010600,2025-08-31,서울특별시,종로구,통의동,,0,0,0
1111010700,2025-08-31,서울특별시,종로구,적선동,,0,0,0
1111010800,2025-08-31,서울특별시,종로구,통인동,,0,0,0
1111010900,2025-08-31,서울특별시,종로구,누상동,,1,0,1
1111011000,2025-08-31,서울특별시,종로구,누하동,,0,0,0
1111011100,2025-08-31,서울특별시,종로구,옥인동,,1,0,1
1111011200,2025-08-31,서울특별시,종로구,체부동,,0,0,0
1111011300,2025-08-31,서울특별시,종로구,필운동,,0,0,0
1111011400,2025-08-31,서울특별시,종로구,내자동,,0,0,0
1111011500,2025-08-31,서울특별시,종로구,사직동,,1,0,1
1111011600,2025-08-31,서울특별시,종로구,도렴동,,0,0,0
1111011700,2025-08-31,서울특별시,종로구,당주동,,0,0,0
1111011800,2025-08-31,서울특별시,종로구,내수동,,1,1,0
1111012000,2025-08-31,서울특별시,종로구,신문로1가,,0,0,0
1111012100,2025-08-31,서울특별시,종로구,신문로2가,,0,0,0
1111012200,2025-08-31,서울특별시,종로구,청진동,,0,0,0
1111012300,2025-08-31,서울특별시,종로구,서린동,,0,0,0
1111012400,2025-08-31,서울특별시,종로구,수송동,,1,0,1
1111012500,2025-08-31,서울특별시,종로구,중학동,,0,0,0
1111012600,2025-08-31,서울특별시,종로구,종로1가,,0,0,0
1111012700,2025-08-31,서울특별시,종로구,공평동,,0,0,0
1111012800,2025-08-31,서울특별시,종로구,관훈동,,0,0,0
1111012900,2025-08-31,서울특별시,종로구,견지동,,0,0,0
1111013000,2025-08-31,서울특별시,종로구,와룡동,,0,0,0
1111013100,2025-08-31,서울특별시,종로구,권농동,,0,0,0
1111013200,2025-08-31,서울특별시,종로구,운니동,,0,0,0
1111013300,2025-08-31,서울특별시,종로구,익선동,,0,0,0
1111013400,2025-08-31,서울특별시,종로구,경운동,,0,0,0
1111013500,2025-08-31,서울특별시,종로구,관철동,,0,0,0
1111013600,2025-08-31,서울특별시,종로구,인사동,,0,0,0
1111013700,2025-08-31,서울특별시,종로구,낙원동,,0,0,0
1111013800,2025-08-31,서울특별시,종로구,종로2가,,0,0,0
1111013900,2025-08-31,서울특별시,종로구,팔판동,,0,0,0
1111014000,2025-08-31,서울특별시,종로구,삼청동,,3,1,2
1111014100,2025-08-31,서울특별시,종로구,안국동,,0,0,0
1111014200,2025-08-31,서울특별시,종로구,소격동,,0,0,0
1111014300,2025-08-31,서울특별시,종로구,화동,,0,0,0
1111014400,2025-08-31,서울특별시,종로구,사간동,,0,0,0
1111014600,2025-08-31,서울특별시,종로구,가회동,,0,0,0
1111014700,2025-08-31,서울특별시,종로구,재동,,0,0,0
1111014800,2025-08-31,서울특별시,종로구,계동,,0,0,0
1111014900,2025-08-31,서울특별시,종로구,원서동,,2,1,1
1111015100,2025-08-31,서울특별시,종로구,묘동,,0,0,0
1111015200,2025-08-31,서울특별시,종로구,봉익동,,0,0,0
1111015300,2025-08-31,서울특별시,종로구,돈의동,,0,0,0
1111015400,2025-08-31,서울특별시,종로구,장사동,,0,0,0
1111015500,2025-08-31,서울특별시,종로구,관수동,,0,0,0
1111015600,2025-08-31,서울특별시,종로구,종로3가,,0,0,0
1111015700,2025-08-31,서울특별시,종로구,인의동,,0,0,0
1111015800,2025-08-31,서울특별시,종로구,예지동,,0,0,0
1111015900,2025-08-31,서울특별시,종로구,원남동,,0,0,0
1111016000,2025-08-31,서울특별시,종로구,연지동,,0,0,0
1111016100,2025-08-31,서울특별시,종로구,종로4가,,0,0,0
1111016200,2025-08-31,서울특별시,종로구,효제동,,2,1,1
1111016300,2025-08-31,서울특별시,종로구,종로5가,,0,0,0
1111016400,2025-08-31,서울특별시,종로구,종로6가,,0,0,0
1111016500,2025-08-31,서울특별시,종로구,이화동,,0,0,0
1111016600,2025-08-31,서울특별시,종로구,연건동,,1,0,1
1111016700,2025-08-31,서울특별시,종로구,충신동,,1,0,1
1111016800,2025-08-31,서울특별시,종로구,동숭동,,1,1,0
1111016900,2025-08-31,서울특별시,종로구,혜화동,,1,1,0
1111017000,2025-08-31,서울특별시,종로구,명륜1가,,1,0,1
1111017100,2025-08-31,서울특별시,종로구,명륜2가,,2,2,0
1111017200,2025-08-31,서울특별시,종로구,명륜4가,,0,0,0
1111017300,2025-08-31,서울특별시,종로구,명륜3가,,1,1,0
1111017400,2025-08-31,서울특별시,종로구,창신동,,4,2,2
1111017500,2025-08-31,서울특별시,종로구,숭인동,,6,3,3
1111017600,2025-08-31,서울특별시,종로구,교남동,,0,0,0
1111017700,2025-08-31,서울특별시,종로구,평동,,0,0,0
1111017800,2025-08-31,서울특별시,종로구,송월동,,0,0,0
1111017900,2025-08-31,서울특별시,종로구,홍파동,,2,1,1
1111018000,2025-08-31,서울특별시,종로구,교북동,,1,0,1
1111018100,2025-08-31,서울특별시,종로구,행촌동,,1,0,1
1111018200,2025-08-31,서울특별시,종로구,구기동,,0,0,0
1111018300,2025-08-31,서울특별시,종로구,평창동,,2,0,2
1111018400,2025-08-31,서울특별시,종로구,부암동,,0,0,0
1111018500,2025-08-31,서울특별시,종로구,홍지동,,0,0,0
1111018600,2025-08-31,서울특별시,종로구,신영동,,1,1,0
1111018700,2025-08-31,서울특별시,종로구,무악동,,3,3,0
1114010100,2025-08-31,서울특별시,중구,무교동,,0,0,0
1114010200,2025-08-31,서울특별시,중구,다동,,0,0,0
1114010300,2025-08-31,서울특별시,중구,태평로1가,,0,0,0
1114010400,2025-08-31,서울특별시,중구,을지로1가,,0,0,0
1114010500,2025-08-31,서울특별시,중구,을지로2가,,0,0,0
1114010700,2025-08-31,서울특별시,중구,삼각동,,0,0,0
1114010900,2025-08-31,서울특별시,중구,장교동,,0,0,0
1114011000,2025-08-31,서울특별시,중구,수표동,,0,0,0
1114011100,2025-08-31,서울특별시,중구,소공동,,0,0,0
1114011200,2025-08-31,서울특별시,중구,남창동,,0,0,0
1114011300,2025-08-31,서울특별시,중구,북창동,,0,0,0
1114011400,2025-08-31,서울특별시,중구,태평로2가,,0,0,0
1114011500,2025-08-31,서울특별시,중구,남대문로2가,,0,0,0
1114011600,2025-08-31,서울특별시,중구,남대문로3가,,0,0,0
1114011700,2025-08-31,서울특별시,중구,남대문로4가,,0,0,0
1114011800,2025-08-31,서울특별시,중구,남대문로5가,,0,0,0
1114011900,2025-08-31,서울특별시,중구,봉래동1가,,0,0,0
1114012100,2025-08-31,서울특별시,중구,회현동1가,,1,0,1
1114012200,2025-08-31,서울특별시,중구,회현동2가,,1,1,0
1114012300,2025-08-31,서울특별시,중구,회현동3가,,0,0,0
1114012400,2025-08-31,서울특별시,중구,충무로1가,,0,0,0
1114012500,2025-08-31,서울특별시,중구,충무로2가,,0,0,0
1114012600,2025-08-31,서울특별시,중구,명동1가,,0,0,0
1114012700,2025-08-31,서울특별시,중구,명동2가,,0,0,0
1114012800,2025-08-31,서울특별시,중구,남산동1가,,0,0,0
1114012900,2025-08-31,서울특별시,중구,남산동2가,,0,0,0
1114013000,2025-08-31,서울특별시,중구,남산동3가,,0,0,0
1114013100,2025-08-31,서울특별시,중구,저동1가,,0,0,0
1114013200,2025-08-31,서울특별시,중구,충무로4가,,0,0,0
1114013300,2025-08-31,서울특별시,중구,충무로5가,,0,0,0
1114013400,2025-08-31,서울특별시,중구,인현동2가,,0,0,0
1114013500,2025-08-31,서울특별시,중구,예관동,,0,0,0
1114013600,2025-08-31,서울특별시,중구,묵정동,,1,1,0
1114013700,2025-08-31,서울특별시,중구,필동1가,,0,0,0
1114013800,2025-08-31,서울특별시,중구,필동2가,,0,0,0
1114013900,2025-08-31,서울특별시,중구,필동3가,,0,0,0
1114014000,2025-08-31,서울특별시,중구,남학동,,0,0,0
1114014100,2025-08-31,서울특별시,중구,주자동,,0,0,0
1114014200,2025-08-31,서울특별시,중구,예장동,,2,1,1
1114014300,2025-08-31,서울특별시,중구,장충동1가,,0,0,0
1114014400,2025-08-31,서울특별시,중구,장충동2가,,0,0,0
1114014500,2025-08-31,서울특별시,중구,광희동1가,,0,0,0
1114014600,2025-08-31,서울특별시,중구,광희동2가,,0,0,0
1114014700,2025-08-31,서울특별시,중구,쌍림동,,0,0,0
1114014800,2025-08-31,서울특별시,중구,을지로6가,,0,0,0
1114014900,2025-08-31,서울특별시,중구,을지로7가,,0,0,0
1114015000,2025-08-31,서울특별시,중구,을지로4가,,0,0,0
1114015100,2025-08-31,서울특별시,중구,을지로5가,,0,0,0
1114015200,2025-08-31,서울특별시,중구,주교동,,0,0,0
1114015300,2025-08-31,서울특별시,중구,방산동,,0,0,0
1114015400,2025-08-31,서울특별시,중구,오장동,,0,0,0
1114015500,2025-08-31,서울특별시,중구,을지로3가,,0,0,0
1114015600,2025-08-31,서울특별시,중구,입정동,,4,3,1
1114015700,2025-08-31,서울특별시,중구,산림동,,0,0,0
1114015800,2025-08-31,서울특별시,중구,충무로3가,,0,0,0
1114015900,2025-08-31,서울특별시,중구,초동,,0,0,0
1114016000,2025-08-31,서울특별시,중구,인현동1가,,0,0,0
1114016100,2025-08-31,서울특별시,중구,저동2가,,0,0,0
1114016200,2025-08-31,서울특별시,중구,신당동,,18,11,7
1114016300,2025-08-31,서울특별시,중구,흥인동,,3,1,2
1114016400,2025-08-31,서울특별시,중구,무학동,,0,0,0
1114016500,2025-08-31,서울특별시,중구,황학동,,7,4,3
1114016600,2025-08-31,서울특별시,중구,서소문동,,0,0,0
1114016700,2025-08-31,서울특별시,중구,정동,,0,0,0
1114016800,2025-08-31,서울특별시,중구,순화동,,2,2,0
1114016900,2025-08-31,서울특별시,중구,의주로1가,,0,0,0
1114017100,2025-08-31,서울특별시,중구,중림동,,1,1,0
1114017200,2025-08-31,서울특별시,중구,의주로2가,,0,0,0
1114017300,2025-08-31,서울특별시,중구,만리동1가,,2,1,1
1114017400,2025-08-31,서울특별시,중구,만리동2가,,5,3,2
1117010100,2025-08-31,서울특별시,용산구,후암동,,3,2,1
1117010200,2025-08-31,서울특별시,용산구,용산동2가,,1,1,0
1117010300,2025-08-31,서울특별시,용산구,용산동4가,,0,0,0
1117010400,2025-08-31,서울특별시,용산구,갈월동,,0,0,0
1117010500,2025-08-31,서울특별시,용산구,남영동,,1,0,1
1117010700,2025-08-31,서울특별시,용산구,동자동,,0,0,0
1117010800,2025-08-31,서울특별시,용산구,서계동,,4,2,2
1117010900,2025-08-31,서울특별시,용산구,청파동1가,,2,1,1
1117011000,2025-08-31,서울특별시,용산구,청파동2가,,1,0,1
1117011100,2025-08-31,서울특별시,용산구,청파동3가,,1,1,0
1117011200,2025-08-31,서울특별시,용산구,원효로1가,,2,2,0
1117011300,2025-08-31,서울특별시,용산구,원효로2가,,2,2,0
1117011400,2025-08-31,서울특별시,용산구,신창동,,0,0,0
1117011500,2025-08-31,서울특별시,용산구,산천동,,7,3,4
1117011600,2025-08-31,서울특별시,용산구,청암동,,0,0,0
1117011700,2025-08-31,서울특별시,용산구,원효로3가,,2,1,1
1117011800,2025-08-31,서울특별시,용산구,원효로4가,,1,1,0
1117011900,2025-08-31,서울특별시,용산구,효창동,,6,3,3
1117012000,2025-08-31,서울특별시,용산구,도원동,,5,1,4
1117012100,2025-08-31,서울특별시,용산구,용문동,,4,1,3
1117012200,2025-08-31,서울특별시,용산구,문배동,,3,2,1
1117012300,2025-08-31,서울특별시,용산구,신계동,,4,3,1
1117012400,2025-08-31,서울특별시,용산구,한강로1가,,0,0,0
1117012500,2025-08-31,서울특별시,용산구,한강로2가,,8,5,3
1117012600,2025-08-31,서울특별시,용산구,용산동3가,,0,0,0
1117012700,2025-08-31,서울특별시,용산구,용산동5가,,0,0,0
1117012800,2025-08-31,서울특별시,용산구,한강로3가,,4,2,2
1117012900,2025-08-31,서울특별시,용산구,이촌동,,28,14,14
1117013000,2025-08-31,서울특별시,용산구,이태원동,,6,2,4
1117013100,2025-08-31,서울특별시,용산구,한남동,,11,4,7
1117013200,2025-08-31,서울특별시,용산구,동빙고동,,0,0,0
1117013300,2025-08-31,서울특별시,용산구,서빙고동,,0,0,0
1117013400,2025-08-31,서울특별시,용산구,주성동,,0,0,0
1117013600,2025-08-31,서울특별시,용산구,보광동,,4,3,1
1120010100,2025-08-31,서울특별시,성동구,상왕십리동,,1,1,0
1120010200,2025-08-31,서울특별시,성동구,하왕십리동,,18,7,11
1120010300,2025-08-31,서울특별시,성동구,홍익동,,1,1,0
1120010400,2025-08-31,서울특별시,성동구,도선동,,1,0,1
1120010500,2025-08-31,서울특별시,성동구,마장동,,5,1,4
1120010600,2025-08-31,서울특별시,성동구,사근동,,2,1,1
1120010700,2025-08-31,서울특별시,성동구,행당동,,28,15,13
1120010800,2025-08-31,서울특별시,성동구,응봉동,,7,3,4
1120010900,2025-08-31,서울특별시,성동구,금호동1가,,8,6,2
1120011000,2025-08-31,서울특별시,성동구,금호동2가,,8,5,3
1120011100,2025-08-31,서울특별시,성동구,금호동3가,,9,5,4
1120011200,2025-08-31,서울특별시,성동구,금호동4가,,13,7,6
1120011300,2025-08-31,서울특별시,성동구,옥수동,,24,6,18
1120011400,2025-08-31,서울특별시,성동구,성수동1가,,16,7,9
1120011500,2025-08-31,서울특별시,성동구,성수동2가,,10,3,7
1120011800,2025-08-31,서울특별시,성동구,송정동,,2,0,2
1120012200,2025-08-31,서울특별시,성동구,용답동,,4,1,3
1121510100,2025-08-31,서울특별시,광진구,중곡동,,23,7,16
1121510200,2025-08-31,서울특별시,광진구,능동,,7,5,2
1121510300,2025-08-31,서울특별시,광진구,구의동,,27,14,13
1121510400,2025-08-31,서울특별시,광진구,광장동,,16,10,6
1121510500,2025-08-31,서울특별시,광진구,자양동,,37,20,17
1121510700,2025-08-31,서울특별시,광진구,화양동,,2,2,0
1121510900,2025-08-31,서울특별시,광진구,군자동,,2,2,0
1123010100,2025-08-31,서울특별시,동대문구,신설동,,0,0,0
1123010200,2025-08-31,서울특별시,동대문구,용두동,,9,4,5
1123010300,2025-08-31,서울특별시,동대문구,제기동,,11,5,6
1123010400,2025-08-31,서울특별시,동대문구,전농동,,21,15,6
1123010500,2025-08-31,서울특별시,동대문구,답십리동,,29,13,16
1123010600,2025-08-31,서울특별시,동대문구,장안동,,27,10,17
1123010700,2025-08-31,서울특별시,동대문구,청량리동,,3,2,1
1123010800,2025-08-31,서울특별시,동대문구,회기동,,6,3,3
1123010900,2025-08-31,서울특별시,동대문구,휘경동,,22,15,7
1123011000,2025-08-31,서울특별시,동대문구,이문동,,23,11,12
1126010100,2025-08-31,서울특별시,중랑구,면목동,,43,25,18
1126010200,2025-08-31,서울특별시,중랑구,상봉동,,22,10,12
1126010300,2025-08-31,서울특별시,중랑구,중화동,,23,10,13
1126010400,2025-08-31,서울특별시,중랑구,묵동,,12,8,4
1126010500,2025-08-31,서울특별시,중랑구,망우동,,27,14,13
1126010600,2025-08-31,서울특별시,중랑구,신내동,,17,7,10
1129010100,2025-08-31,서울특별시,성북구,성북동,,3,1,2
1129010200,2025-08-31,서울특별시,성북구,성북동1가,,0,0,0
1129010300,2025-08-31,서울특별시,성북구,돈암동,,21,10,11
1129010400,2025-08-31,서울특별시,성북구,동소문동1가,,0,0,0
1129010500,2025-08-31,서울특별시,성북구,동소문동2가,,0,0,0
1129010600,2025-08-31,서울특별시,성북구,동소문동3가,,0,0,0
1129010700,2025-08-31,서울특별시,성북구,동소문동4가,,4,2,2
1129010800,2025-08-31,서울특별시,성북구,동소문동5가,,0,0,0
1129010900,2025-08-31,서울특별시,성북구,동소문동6가,,1,1,0
1129011000,2025-08-31,서울특별시,성북구,동소문동7가,,1,1,0
1129011100,2025-08-31,서울특별시,성북구,삼선동1가,,1,1,0
1129011200,2025-08-31,서울특별시,성북구,삼선동2가,,1,0,1
1129011300,2025-08-31,서울특별시,성북구,삼선동3가,,1,1,0
1129011400,2025-08-31,서울특별시,성북구,삼선동4가,,0,0,0
1129011500,2025-08-31,서울특별시,성북구,삼선동5가,,2,1,1
1129011600,2025-08-31,서울특별시,성북구,동선동1가,,0,0,0
1129011700,2025-08-31,서울특별시,성북구,동선동2가,,0,0,0
1129011800,2025-08-31,서울특별시,성북구,동선동3가,,1,1,0
1129011900,2025-08-31,서울특별시,성북구,동선동4가,,0,0,0
1129012000,2025-08-31,서울특별시,성북구,동선동5가,,0,0,0
1129012100,2025-08-31,서울특별시,성북구,안암동1가,,3,1,2
1129012200,2025-08-31,서울특별시,성북구,안암동2가,,0,0,0
1129012300,2025-08-31,서울특별시,성북구,안암동3가,,0,0,0
1129012400,2025-08-31,서울특별시,성북구,안암동4가,,0,0,0
1129012500,2025-08-31,서울특별시,성북구,안암동5가,,0,0,0
1129012600,2025-08-31,서울특별시,성북구,보문동4가,,0,0,0
1129012700,2025-08-31,서울특별시,성북구,보문동5가,,0,0,0
1129012800,2025-08-31,서울특별시,성북구,보문동6가,,0,0,0
1129012900,2025-08-31,서울특별시,성북구,보문동7가,,1,1,0
1129013000,2025-08-31,서울특별시,성북구,보문동1가,,0,0,0
1129013100,2025-08-31,서울특별시,성북구,보문동2가,,1,1,0
1129013200,2025-08-31,서울특별시,성북구,보문동3가,,1,1,0
1129013300,2025-08-31,서울특별시,성북구,정릉동,,21,9,12
1129013400,2025-08-31,서울특별시,성북구,길음동,,29,14,15
1129013500,2025-08-31,서울특별시,성북구,종암동,,12,4,8
1129013600,2025-08-31,서울특별시,성북구,하월곡동,,13,5,8
1129013700,2025-08-31,서울특별시,성북구,상월곡동,,6,2,4
1129013800,2025-08-31,서울특별시,성북구,장위동,,29,11,18
1129013900,2025-08-31,서울특별시,성북구,석관동,,22,11,11
1130510100,2025-08-31,서울특별시,강북구,미아동,,41,27,14
1130510200,2025-08-31,서울특별시,강북구,번동,,14,8,6
1130510300,2025-08-31,서울특별시,강북구,수유동,,21,10,11
1130510400,2025-08-31,서울특별시,강북구,우이동,,2,1,1
1132010500,2025-08-31,서울특별시,도봉구,쌍문동,,25,13,12
1132010600,2025-08-31,서울특별시,도봉구,방학동,,11,6,5
1132010700,2025-08-31,서울특별시,도봉구,창동,,32,16,16
1132010800,2025-08-31,서울특별시,도봉구,도봉동,,12,5,7
1135010200,2025-08-31,서울특별시,노원구,월계동,,32,19,13
1135010300,2025-08-31,서울특별시,노원구,공릉동,,20,9,11
1135010400,2025-08-31,서울특별시,노원구,하계동,,14,7,7
1135010500,2025-08-31,서울특별시,노원구,상계동,,102,42,60
1135010600,2025-08-31,서울특별시,노원구,중계동,,28,16,12
1138010100,2025-08-31,서울특별시,은평구,수색동,,19,7,12
1138010200,2025-08-31,서울특별시,은평구,녹번동,,9,8,1
1138010300,2025-08-31,서울특별시,은평구,불광동,,19,5,14
1138010400,2025-08-31,서울특별시,은평구,갈현동,,5,2,3
1138010500,2025-08-31,서울특별시,은평구,구산동,,8,3,5
1138010600,2025-08-31,서울특별시,은평구,대조동,,11,7,4
1138010700,2025-08-31,서울특별시,은평구,응암동,,39,21,18
1138010800,2025-08-31,서울특별시,은평구,역촌동,,20,10,10
1138010900,2025-08-31,서울특별시,은평구,신사동,,14,7,7
1138011000,2025-08-31,서울특별시,은평구,증산동,,7,4,3
1138011400,2025-08-31,서울특별시,은평구,진관동,,10,7,3
1141010100,2025-08-31,서울특별시,서대문구,충정로2가,,1,1,0
1141010200,2025-08-31,서울특별시,서대문구,충정로3가,,2,1,1
1141010300,2025-08-31,서울특별시,서대문구,합동,,0,0,0
1141010400,2025-08-31,서울특별시,서대문구,미근동,,0,0,0
1141010500,2025-08-31,서울특별시,서대문구,냉천동,,3,2,1
1141010600,2025-08-31,서울특별시,서대문구,천연동,,4,2,2
1141010700,2025-08-31,서울특별시,서대문구,옥천동,,0,0,0
1141010800,2025-08-31,서울특별시,서대문구,영천동,,0,0,0
1141010900,2025-08-31,서울특별시,서대문구,현저동,,0,0,0
1141011000,2025-08-31,서울특별시,서대문구,북아현동,,17,7,10
1141011100,2025-08-31,서울특별시,서대문구,홍제동,,20,11,9
1141011200,2025-08-31,서울특별시,서대문구,대현동,,1,1,0
1141011300,2025-08-31,서울특별시,서대문구,대신동,,0,0,0
1141011400,2025-08-31,서울특별시,서대문구,신촌동,,0,0,0
1141011500,2025-08-31,서울특별시,서대문구,봉원동,,0,0,0
1141011600,2025-08-31,서울특별시,서대문구,창천동,,0,0,0
1141011700,2025-08-31,서울특별시,서대문구,연희동,,7,2,5
1141011800,2025-08-31,서울특별시,서대문구,홍은동,,21,11,10
1141011900,2025-08-31,서울특별시,서대문구,북가좌동,,14,6,8
1141012000,2025-08-31,서울특별시,서대문구,남가좌동,,15,6,9
1144010100,2025-08-31,서울특별시,마포구,아현동,,22,8,14
1144010200,2025-08-31,서울특별시,마포구,공덕동,,11,9,2
1144010300,2025-08-31,서울특별시,마포구,신공덕동,,5,3,2
1144010400,2025-08-31,서울특별시,마포구,도화동,,12,9,3
1144010500,2025-08-31,서울특별시,마포구,용강동,,5,4,1
1144010600,2025-08-31,서울특별시,마포구,토정동,,3,1,2
1144010700,2025-08-31,서울특별시,마포구,마포동,,5,5,0
1144010800,2025-08-31,서울특별시,마포구,대흥동,,13,4,9
1144010900,2025-08-31,서울특별시,마포구,염리동,,14,4,10
1144011000,2025-08-31,서울특별시,마포구,노고산동,,3,1,2
1144011100,2025-08-31,서울특별시,마포구,신수동,,10,5,5
1144011200,2025-08-31,서울특별시,마포구,현석동,,4,1,3
1144011300,2025-08-31,서울특별시,마포구,구수동,,0,0,0
1144011400,2025-08-31,서울특별시,마포구,창전동,,13,4,9
1144011500,2025-08-31,서울특별시,마포구,상수동,,5,4,1
1144011600,2025-08-31,서울특별시,마포구,하중동,,0,0,0
1144011700,2025-08-31,서울특별시,마포구,신정동,,2,0,2
1144011800,2025-08-31,서울특별시,마포구,당인동,,1,1,0
1144012000,2025-08-31,서울특별시,마포구,서교동,,7,2,5
1144012100,2025-08-31,서울특별시,마포구,동교동,,2,2,0
1144012200,2025-08-31,서울특별시,마포구,합정동,,3,3,0
1144012300,2025-08-31,서울특별시,마포구,망원동,,12,5,7
1144012400,2025-08-31,서울특별시,마포구,연남동,,3,2,1
1144012500,2025-08-31,서울특별시,마포구,성산동,,29,13,16
1144012600,2025-08-31,서울특별시,마포구,중동,,1,1,0
1144012700,2025-08-31,서울특별시,마포구,상암동,,8,7,1
1147010100,2025-08-31,서울특별시,양천구,신정동,,61,35,26
1147010200,2025-08-31,서울특별시,양천구,목동,,33,19,14
1147010300,2025-08-31,서울특별시,양천구,신월동,,39,16,23
1150010100,2025-08-31,서울특별시,강서구,염창동,,21,11,10
1150010200,2025-08-31,서울특별시,강서구,등촌동,,27,13,14
1150010300,2025-08-31,서울특별시,강서구,화곡동,,60,29,31
1150010400,2025-08-31,서울특별시,강서구,가양동,,24,16,8
1150010500,2025-08-31,서울특별시,강서구,마곡동,,37,18,19
1150010600,2025-08-31,서울특별시,강서구,내발산동,,18,14,4
1150010700,2025-08-31,서울특별시,강서구,외발산동,,0,0,0
1150010800,2025-08-31,서울특별시,강서구,공항동,,8,4,4
1150010900,2025-08-31,서울특별시,강서구,방화동,,30,14,16
1150011000,2025-08-31,서울특별시,강서구,개화동,,0,0,0
1150011200,2025-08-31,서울특별시,강서구,오곡동,,0,0,0
1150011300,2025-08-31,서울특별시,강서구,오쇠동,,0,0,0
1153010100,2025-08-31,서울특별시,구로구,신도림동,,20,9,11
1153010200,2025-08-31,서울특별시,구로구,구로동,,49,25,24
1153010300,2025-08-31,서울특별시,구로구,가리봉동,,0,0,0
1153010600,2025-08-31,서울특별시,구로구,고척동,,33,16,17
1153010700,2025-08-31,서울특별시,구로구,개봉동,,36,18,18
1153010800,2025-08-31,서울특별시,구로구,오류동,,18,8,10
1153010900,2025-08-31,서울특별시,구로구,궁동,,4,0,4
1153011000,2025-08-31,서울특별시,구로구,온수동,,3,0,3
1153011100,2025-08-31,서울특별시,구로구,천왕동,,2,0,2
1153011200,2025-08-31,서울특별시,구로구,항동,,7,1,6
1154510100,2025-08-31,서울특별시,금천구,가산동,,4,3,1
1154510200,2025-08-31,서울특별시,금천구,독산동,,49,23,26
1154510300,2025-08-31,서울특별시,금천구,시흥동,,24,15,9
1156010100,2025-08-31,서울특별시,영등포구,영등포동,,5,2,3
1156010200,2025-08-31,서울특별시,영등포구,영등포동1가,,0,0,0
1156010300,2025-08-31,서울특별시,영등포구,영등포동2가,,3,1,2
1156010400,2025-08-31,서울특별시,영등포구,영등포동3가,,0,0,0
1156010500,2025-08-31,서울특별시,영등포구,영등포동4가,,0,0,0
1156010600,2025-08-31,서울특별시,영등포구,영등포동5가,,0,0,0
1156010700,2025-08-31,서울특별시,영등포구,영등포동6가,,1,0,1
1156010800,2025-08-31,서울특별시,영등포구,영등포동7가,,11,3,8
1156010900,2025-08-31,서울특별시,영등포구,영등포동8가,,2,1,1
1156011000,2025-08-31,서울특별시,영등포구,여의도동,,17,7,10
1156011100,2025-08-31,서울특별시,영등포구,당산동1가,,3,2,1
1156011200,2025-08-31,서울특별시,영등포구,당산동2가,,3,1,2
1156011300,2025-08-31,서울특별시,영등포구,당산동3가,,3,0,3
1156011400,2025-08-31,서울특별시,영등포구,당산동4가,,8,5,3
1156011500,2025-08-31,서울특별시,영등포구,당산동5가,,10,7,3
1156011600,2025-08-31,서울특별시,영등포구,당산동6가,,0,0,0
1156011700,2025-08-31,서울특별시,영등포구,당산동,,3,1,2
1156011800,2025-08-31,서울특별시,영등포구,도림동,,7,6,1
1156011900,2025-08-31,서울특별시,영등포구,문래동1가,,0,0,0
1156012000,2025-08-31,서울특별시,영등포구,문래동2가,,1,1,0
1156012100,2025-08-31,서울특별시,영등포구,문래동3가,,6,3,3
1156012200,2025-08-31,서울특별시,영등포구,문래동4가,,4,4,0
1156012300,2025-08-31,서울특별시,영등포구,문래동5가,,0,0,0
1156012400,2025-08-31,서울특별시,영등포구,문래동6가,,10,4,6
1156012500,2025-08-31,서울특별시,영등포구,양평동1가,,5,4,1
1156012600,2025-08-31,서울특별시,영등포구,양평동2가,,1,0,1
1156012700,2025-08-31,서울특별시,영등포구,양평동3가,,8,4,4
1156012800,2025-08-31,서울특별시,영등포구,양평동4가,,6,4,2
1156012900,2025-08-31,서울특별시,영등포구,양평동5가,,6,4,2
1156013000,2025-08-31,서울특별시,영등포구,양평동6가,,4,2,2
1156013200,2025-08-31,서울특별시,영등포구,신길동,,38,17,21
1156013300,2025-08-31,서울특별시,영등포구,대림동,,18,9,9
1159010100,2025-08-31,서울특별시,동작구,노량진동,,12,8,4
1159010200,2025-08-31,서울특별시,동작구,상도동,,48,26,22
1159010300,2025-08-31,서울특별시,동작구,상도1동,,3,2,1
1159010400,2025-08-31,서울특별시,동작구,본동,,5,3,2
1159010500,2025-08-31,서울특별시,동작구,흑석동,,18,5,13
1159010600,2025-08-31,서울특별시,동작구,동작동,,3,2,1
1159010700,2025-08-31,서울특별시,동작구,사당동,,46,24,22
1159010800,2025-08-31,서울특별시,동작구,대방동,,8,6,2
1159010900,2025-08-31,서울특별시,동작구,신대방동,,17,10,7
1162010100,2025-08-31,서울특별시,관악구,봉천동,,58,31,27
1162010200,2025-08-31,서울특별시,관악구,신림동,,65,38,27
1162010300,2025-08-31,서울특별시,관악구,남현동,,10,7,3
1165010100,2025-08-31,서울특별시,서초구,방배동,,33,20,13
1165010200,2025-08-31,서울특별시,서초구,양재동,,15,9,6
1165010300,2025-08-31,서울특별시,서초구,우면동,,11,5,6
